_id,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
1142,GO-20231415909,2023,2023-06-19,2300,2023,2023-06-20,852,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,2SLGBTQ+,None,YES,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
1143,GO-20231419493,2023,2023-06-20,1537,2023,2023-06-20,1537,D13,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,Gay,None,NO,Criminal Harassment,101,Forest Hill South (101),101,Forest Hill South (101),NO
1144,GO-20231447944,2023,2023-06-22,1940,2023,2023-06-23,1402,D22,Public Transportation,NO,NO,None,None,None,None,Gay,None,NO,Assault,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO
1145,GO-20231451429,2023,2023-06-23,2037,2023,2023-06-23,2037,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Wilful Promotion of Hatred,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),NO
1146,GO-20231451228,2023,2023-06-23,2007,2023,2023-06-23,2007,D41,Public Transportation,NO,NO,South Asian,None,None,None,None,None,NO,Assault,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),NO
1147,GO-20231456517,2023,2023-06-23,2030,2023,2023-06-24,1633,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,063,The Beaches (63),063,The Beaches (63),YES
1148,GO-20231464688,2023,2023-06-25,1040,2023,2023-06-25,1040,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Theft,148,East L'Amoreaux (148),117,L'Amoreaux (117),NO
1149,GO-20231475506,2023,2023-06-26,1248,2023,2023-06-27,1421,D55,Public Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO
1150,GO-20231492183,2023,2023-06-27,930,2023,2023-06-28,908,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
1151,GO-20231503505,2023,2023-06-28,1600,2023,2023-06-29,1641,D42,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),NO
1152,GO-20231498048,2023,2023-06-28,1910,2023,2023-06-28,1910,D32,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
1153,GO-20231547792,2023,2023-06-30,1600,2023,2023-07-04,1243,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,055,Thorncliffe Park (55),055,Thorncliffe Park (55),NO
1154,GO-20231567084,2023,2023-06-30,0,2023,2023-07-06,1138,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,055,Thorncliffe Park (55),055,Thorncliffe Park (55),NO
1155,GO-20231901697,2023,2023-07-01,1120,2023,2023-08-11,1120,D32,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,None,None,None,NO,Harassing Communications,037,Willowdale West (37),037,Willowdale West (37),NO
1156,GO-20232232318,2023,2023-07-01,0,2023,2023-09-25,2217,D51,Other Commercial / Corporate Places ,NO,NO,None,Indian,None,None,None,None,NO,Assault,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),YES
1157,GO-20231525046,2023,2023-07-01,1909,2023,2023-07-01,1909,D32,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
1158,GO-20231521988,2023,2023-07-01,1230,2023,2023-07-01,1235,D12,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Uttering Threats - Bodily Harm,113,Weston (113),113,Weston (113),NO
1159,GO-20231525034,2023,2023-07-02,700,2023,2023-07-05,1445,D32,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
1160,GO-20231592541,2023,2023-07-02,0,2023,2023-07-09,905,D33,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),NO
1161,GO-20231540703,2023,2023-07-03,1735,2023,2023-07-03,1739,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,095,Annex (95),095,Annex (95),NO
1162,GO-20231563967,2023,2023-07-06,201,2023,2023-07-06,201,D32,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,038,Lansing-Westgate (38),038,Lansing-Westgate (38),NO
1163,GO-20231577211,2023,2023-07-06,1916,2023,2023-07-07,1308,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,079,University (79),079,University (79),NO
1164,GO-20231577831,2023,2023-07-07,1230,2023,2023-07-07,1633,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),NO
1165,GO-20231589373,2023,2023-07-08,2128,2023,2023-07-08,2128,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Uttering Threats - Bodily Harm,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),NO
1166,GO-20231610731,2023,2023-07-09,1600,2023,2023-07-11,1202,D33,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,046,Pleasant View (46),046,Pleasant View (46),NO
1167,GO-20231605426,2023,2023-07-09,1330,2023,2023-07-10,1925,D51,Other Commercial / Corporate Places ,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
1168,GO-20231604881,2023,2023-07-10,1803,2023,2023-07-10,1816,D32,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Uttering Threats - Bodily Harm,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO
1169,GO-20231628239,2023,2023-07-13,1308,2023,2023-07-13,1308,D22,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO
1170,GO-20231644484,2023,2023-07-15,1054,2023,2023-07-15,1054,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,Gay,None,NO,Mischief Under $5000,085,South Parkdale (85),085,South Parkdale (85),NO
1171,GO-20231731898,2023,2023-07-18,0,2023,2023-07-25,1715,D13,Public Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,094,Wychwood (94),094,Wychwood (94),NO
1172,GO-20231681566,2023,2023-07-19,1800,2023,2023-07-19,1827,D32,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
1173,GO-20231677631,2023,2023-07-19,1012,2023,2023-07-19,1012,D11,"Open Area, Park or Parking Lot",NO,NO,None,Russian,None,None,None,None,NO,Assault,088,High Park North (88),088,High Park North (88),NO
1174,GO-20231691189,2023,2023-07-20,2023,2023,2023-07-20,2023,D32,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Muslim,None,None,NO,Aggravated Assault,036,Newtonbrook West (36),036,Newtonbrook West (36),YES
1175,GO-20231699935,2023,2023-07-21,2001,2023,2023-07-21,2001,D32,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,105,Lawrence Park North (105),105,Lawrence Park North (105),NO
1176,GO-20231713322,2023,2023-07-23,1300,2023,2023-07-23,1529,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,062,East End-Danforth (62),062,East End-Danforth (62),YES
1177,GO-20231838398,2023,2023-07-23,0,2023,2023-08-07,1445,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),NO
1178,GO-20231741898,2023,2023-07-25,1130,2023,2023-07-26,2022,D11,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,084,Little Portugal (84),084,Little Portugal (84),NO
1179,GO-20231747804,2023,2023-07-26,1735,2023,2023-07-27,1509,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),NO
1180,GO-20231734789,2023,2023-07-26,150,2023,2023-07-26,150,D11,Streets/Roadways/Highway,NO,NO,None,None,None,None,Gay,None,NO,Mischief Under $5000,084,Little Portugal (84),084,Little Portugal (84),NO
1181,GO-20231749908,2023,2023-07-27,1923,2023,2023-07-27,2147,D13,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,Gay,None,NO,Uttering Threats - Bodily Harm,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),YES
1182,GO-20231766275,2023,2023-07-29,1900,2023,2023-07-29,1926,D32,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
1183,GO-20231763931,2023,2023-07-29,1346,2023,2023-07-29,1346,D52,Streets/Roadways/Highway,NO,NO,None,Chinese,None,None,None,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
1184,GO-20232050008,2023,2023-08-01,1337,2023,2023-09-02,1337,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,Lesbian,None,NO,Uttering Threats - Property,060,Woodbine-Lumsden (60),060,Woodbine-Lumsden (60),YES
1185,GO-20231810268,2023,2023-08-03,1830,2023,2023-08-03,2134,D41,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,124,Kennedy Park (124),124,Kennedy Park (124),NO
1186,GO-20231828872,2023,2023-08-05,1000,2023,2023-08-06,737,D13,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,102,Forest Hill North (102),102,Forest Hill North (102),NO
1187,GO-20231843980,2023,2023-08-08,945,2023,2023-08-08,945,D32,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,105,Lawrence Park North (105),105,Lawrence Park North (105),NO
1188,GO-20231851927,2023,2023-08-08,0,2023,2023-08-09,820,D32,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
1189,GO-20231886553,2023,2023-08-10,1,2023,2023-08-14,1500,D33,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,NO,Criminal Harassment,150,Fenside-Parkwoods (150),045,Parkwoods-Donalda (45),YES
1190,GO-20231871576,2023,2023-08-11,1454,2023,2023-08-11,1623,D55,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Muslim,None,None,NO,Uttering Threats - Bodily Harm,069,Blake-Jones (69),069,Blake-Jones (69),NO
1191,GO-20231892482,2023,2023-08-12,125,2023,2023-08-14,939,D11,Public Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,088,High Park North (88),088,High Park North (88),NO
1192,GO-20231896630,2023,2023-08-14,1755,2023,2023-08-14,1842,D42,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Muslim,None,None,NO,Assault,130,Milliken (130),130,Milliken (130),NO
1193,GO-20231908829,2023,2023-08-16,914,2023,2023-08-16,914,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,Jewish,None,None,NO,Harassing Communications,038,Lansing-Westgate (38),038,Lansing-Westgate (38),NO
1194,GO-20231954273,2023,2023-08-21,2142,2023,2023-08-21,2142,D32,Other Commercial / Corporate Places ,NO,NO,None,None,None,None,Gay,None,NO,Mischief Under $5000,105,Lawrence Park North (105),105,Lawrence Park North (105),NO
1195,GO-20231991282,2023,2023-08-26,1226,2023,2023-08-26,1226,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,Gay,None,NO,Assault With a Weapon,148,East L'Amoreaux (148),117,L'Amoreaux (117),YES
1196,GO-20232090824,2023,2023-08-26,117,2023,2023-09-07,1136,D51,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Assault,073,Moss Park (73),073,Moss Park (73),NO
1197,GO-20232737287,2023,2023-08-27,0,2023,2023-11-27,1435,D53,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,173,North Toronto (173),104,Mount Pleasant West (104),NO
1198,GO-20232002537,2023,2023-08-27,2208,2023,2023-08-27,2208,D32,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
1199,GO-20232003749,2023,2023-08-28,200,2023,2023-08-28,215,D31,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
1200,GO-20232016569,2023,2023-08-28,2200,2023,2023-08-29,1706,D55,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,066,Danforth (66),066,Danforth (66),NO
1201,GO-20232025430,2023,2023-08-30,1607,2023,2023-08-30,1607,D55,Public Transportation,NO,NO,White,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,066,Danforth (66),066,Danforth (66),YES
1202,GO-20232030918,2023,2023-08-31,0,2023,2023-08-31,957,D53,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,055,Thorncliffe Park (55),055,Thorncliffe Park (55),NO
1203,GO-20232055512,2023,2023-09-02,2100,2023,2023-09-03,809,D32,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Jewish,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),YES
1204,GO-20232099596,2023,2023-09-02,328,2023,2023-09-08,1223,D53,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),NO
1205,GO-20232052832,2023,2023-09-02,2053,2023,2023-09-02,2054,D31,Religious Place of Worship/Cultural Centre,NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,021,Humber Summit (21),021,Humber Summit (21),NO
1206,GO-20232057103,2023,2023-09-03,1246,2023,2023-09-03,1246,D22,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),NO
1207,GO-20232064337,2023,2023-09-03,1,2023,2023-09-04,1200,D22,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Muslim,None,None,NO,Mischief Under $5000,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),NO
1208,GO-20232059557,2023,2023-09-03,1828,2023,2023-09-03,1828,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,048,Hillcrest Village (48),048,Hillcrest Village (48),NO
1209,GO-20232087623,2023,2023-09-06,2305,2023,2023-09-07,110,D13,Streets/Roadways/Highway,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Assault,092,Corso Italia-Davenport (92),092,Corso Italia-Davenport (92),NO
1210,GO-20239044162,2023,2023-09-07,700,2023,2023-09-07,1413,D53,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,056,Leaside-Bennington (56),056,Leaside-Bennington (56),NO
1211,GO-20232229652,2023,2023-09-07,1200,2023,2023-09-24,1014,D52,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,Gay,None,NO,Mischief Under $5000,079,University (79),079,University (79),NO
1212,GO-20232148398,2023,2023-09-12,1530,2023,2023-09-14,922,D14,Streets/Roadways/Highway,NO,NO,None,Chinese,None,None,None,None,NO,Criminal Harassment,079,University (79),079,University (79),NO
1213,GO-20232148038,2023,2023-09-13,2300,2023,2023-09-14,829,D53,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,056,Leaside-Bennington (56),056,Leaside-Bennington (56),NO
1214,GO-20232156154,2023,2023-09-13,1500,2023,2023-09-15,809,D43,Public Transportation,NO,NO,None,Indian,None,Muslim,None,None,YES,Assault,140,Guildwood (140),140,Guildwood (140),NO
1215,GO-20232183852,2023,2023-09-15,2100,2023,2023-09-18,1556,D42,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),NO
1216,GO-20232182758,2023,2023-09-15,1530,2023,2023-09-18,1434,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,102,Forest Hill North (102),102,Forest Hill North (102),NO
1217,GO-20232209275,2023,2023-09-15,1330,2023,2023-09-21,1719,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,Arab,None,Jewish,None,None,YES,Mischief Under $5000,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),NO
1218,GO-20232164582,2023,2023-09-16,400,2023,2023-09-16,451,D52,Streets/Roadways/Highway,NO,NO,None,None,None,None,Gay,None,NO,Uttering Threats - Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
1219,GO-20232173076,2023,2023-09-16,2030,2023,2023-09-17,822,D32,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO
1220,GO-20232173300,2023,2023-09-17,300,2023,2023-09-17,1334,D11,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,088,High Park North (88),088,High Park North (88),NO
1221,GO-20232173283,2023,2023-09-17,907,2023,2023-09-17,1023,D32,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Uttering Threats - Bodily Harm,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO
1222,GO-20232185216,2023,2023-09-18,1800,2023,2023-09-18,1846,D53,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),NO
1223,GO-20232188804,2023,2023-09-18,1900,2023,2023-09-19,826,D13,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Jewish,None,None,NO,Disturbing Religious Worship Or Certain Meetings,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),NO
1224,GO-20232192629,2023,2023-09-19,1644,2023,2023-09-19,1644,D23,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,NSA,NSA,NSA,NSA,NO
1225,GO-20232200934,2023,2023-09-20,1648,2023,2023-09-20,1648,D32,Other Commercial / Corporate Places ,NO,NO,South Asian,None,None,None,None,None,NO,Assault,037,Willowdale West (37),037,Willowdale West (37),NO
1226,GO-20232467584,2023,2023-09-21,1200,2023,2023-10-24,1056,D53,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Harassing Communications,095,Annex (95),095,Annex (95),NO
1227,GO-20232823864,2023,2023-09-21,1135,2023,2023-12-08,1031,D32,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),NO
